type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
VERB+PRON	Okazało	okazać	0	się	się	1	Okazało się	okazać się	Okazało się , że japońscy mężowie są bardziej brutalni wobec żon , niż się powszechnie przypuszcza .
ADP+NOUN	z	z	5	ziemią	ziemia	6	z ziemią	z ziemia	W przypadku odmowy zrównają miasto z ziemią za pomocą artylerii i lotnictwa .
VERB+PRON	modlę	modlić	2	się	się	3	modlę się	modlić się	Na rezurekcji modlę się jak nigdy , dziękuję Panu Bogu , że mnie nie opuszcza , że ma litość nade mną i tym bezbożnym krajem , za którym , niestety , tak mi się przykrzy .
VERB+NOUN	ma	mieć	17	litość	litość	18	ma litość	mieć litość	Na rezurekcji modlę się jak nigdy , dziękuję Panu Bogu , że mnie nie opuszcza , że ma litość nade mną i tym bezbożnym krajem , za którym , niestety , tak mi się przykrzy .
PRON+VERB	się	się	33	przykrzy	przykrzyć	34	się przykrzy	się przykrzyć	Na rezurekcji modlę się jak nigdy , dziękuję Panu Bogu , że mnie nie opuszcza , że ma litość nade mną i tym bezbożnym krajem , za którym , niestety , tak mi się przykrzy .
VERB+PRON	pojawiły	pojawić	6	się	się	7	pojawiły się	pojawić się	Z nastaniem późnojesiennych chłodów na targu pojawiły się kobiety robiące na drutach bądź dziergające na szydełku z grubej włóczki skarpety lub papcie .
ADJ+ADP	robiące	robić	9	na	na	10	robiące na	robić na	Z nastaniem późnojesiennych chłodów na targu pojawiły się kobiety robiące na drutach bądź dziergające na szydełku z grubej włóczki skarpety lub papcie .
VERB+PRON	zdecydowano	zdecydować	9	się	się	10	zdecydowano się	zdecydować się	Komendant szpitala mówi , że nie rozumie , dlaczego zdecydowano się wieźć pacjenta właśnie do jego placówki , podczas gdy inna była bliżej i lepiej przygotowana do właściwego i szybkiego zdiagnozowania chorego .
VERB+PRON	Okazało	okazać	0	się	się	1	Okazało się	okazać się	Okazało się , że większość kuratoriów już rozdysponowała większość pieniędzy , które powinny starczyć na cały rok .
VERB+PRON	porozumiewać	porozumiewać	9	się	się	10	porozumiewać się	porozumiewać się	Jeżeli rząd chce wprowadzać swoje reformatorskie projekty , musi porozumiewać się z prezydentem .
VERB+AUX	zrobił	zrobić	27	em	być	28	zrobił em	zrobić być	GIEDROYC , CZYLI JA : Zawsze byłem był em samotnikiem , podszytym chyba wielkim egoizmem , bez życia osobistego ; zmarnowałem zmarnował em wiele możliwości i zrobiłem zrobił em wiele krzywd różnym ludziom , jacy byli do mnie jednak tak czy inaczej przywiązani .
VERB+PRON	gniewaj	gniewać	1	się	się	2	gniewaj się	gniewać się	Nie gniewaj się . . .
PRON+VERB	się	się	5	stało	stać	6	się stało	się stać	- Nie wiem , co się stało .
PRON+VERB	się	się	5	sypać	sypać	6	się sypać	się sypać	Przecież chrześcijański porządek społeczny zaczął się sypać wtedy , gdy ludzie przestali wierzyć w Boga .
VERB+NOUN	wzruszyła	wzruszyć	6	ramionami	ramię	7	wzruszyła ramionami	wzruszyć ramię	- Jakie to szczęście ? - wzruszyła ramionami .
VERB+PRON	zdarzały	zdarzać	2	się	się	3	zdarzały się	zdarzać się	- Czy zdarzały się przypadki , że przy przejściu z jednego Kościoła do drugiego wymagano ponownego chrztu ?
VERB+ADP	spełzły	spełznąć	2	na	na	3	spełzły na	spełznąć na	Dotychczasowe starania spełzły na niczym .
VERB+NOUN	złożył	złożyć	7	pozew	pozew	8	złożył pozew	złożyć pozew	W listopadzie ub . r . minister złożył pozew o unieważnienie umowy prywatyzacyjnej PZU SA , zawartej z konsorcjum Eureko i BIG Bankiem Gdańskim SA rok wcześniej .
VERB+PRON	spodziewa	spodziewać	1	się	się	2	spodziewa się	spodziewać się	Minsky spodziewa się , że do połowy 1995 roku ponad 2000 studentów i naukowców przejdzie kurs , który nauczy ich , jak realizować zachodnie zamówienia na oprogramowanie , a także , jak tworzyć własne programy na eksport .
VERB+NOUN	brało	brać	2	udział	udział	3	brało udział	brać udział	W wyprawie brało udział dziewięć osób , jednak wchodziły na szczyt w małych , 2- 3-osobowych grupach .
VERB+NOUN	wydał	wydać	16	nakaz	nakaz	17	wydał nakaz	wydać nakaz	Młody mężczyzna skoczył na głowę z pierwszego piętra świdnickiego sądu tuż po tym , gdy sędzia wydał nakaz jego aresztowania .
VERB+NOUN	wydał	wydać	13	oświadczenie	oświadczenie	14	wydał oświadczenie	wydać oświadczenie	"Kiedy Kuzniecowa złożyła w sądzie pozew o niesprawiedliwe zwolnienie z pracy , sąd wydał oświadczenie , iż cierpi ona na „ rozstrój nerwowy "" ."
VERB+ADP	doszli	dojść	21	do	do	22	doszli do	dojść do	Dopiero 3 kwietnia 1968 roku w Duke University , Irwin Fridovich i Joe McCord badający redukcję cytochromu c przez oksydazę ksantynową doszli do wniosku , że redukcja ta nie jest następstwem bezpośredniego kontaktu obu białek , lecz zachodzi za pośrednictwem uwalnianego przez oksydazę ksantynową wolnego rodnika - anionorodnika ponadtlenkowego .
VERB+PRON	zwrócił	zwrócić	28	się	się	29	zwrócił się	zwrócić się	Darek P . widząc , że jego zeznania nie przyniosły żadnego skutku , a Komor chodzi na wolności , sprzedaje majątek i dalej prowadzi swoje lewe interesy , zwrócił się z prośbą o pomoc do dziennikarzy .
ADP+NOUN	z	z	30	prośbą	prośba	31	z prośbą	z prośba	Darek P . widząc , że jego zeznania nie przyniosły żadnego skutku , a Komor chodzi na wolności , sprzedaje majątek i dalej prowadzi swoje lewe interesy , zwrócił się z prośbą o pomoc do dziennikarzy .
VERB+PRON	cieszę	cieszyć	19	się	się	20	cieszę się	cieszyć się	Normalnie nie prosiłbym prosił by m o sprostowanie tej notatki ale jak się Pan na pewno orientuje , nie cieszę się zbyt dobrą opinią wśród społeczeństwa emigracyjnego i nie widzę powodu dlaczego ta nieprawdziwa notatka miałaby miała by przedstawić mnie w fałszywym świetle .
VERB+PRON	okazało	okazać	11	się	się	12	okazało się	okazać się	Jeszcze niedawno informowano , że skradziono 60 starych ksiąg , teraz okazało się , że brakuje ponad 90 pozycji .
VERB+PRON	boję	bać	1	się	się	2	boję się	bać się	Nie boję się także ja .
VERB+PRON	posypały	posypać	7	się	się	8	posypały się	posypać się	Przed stadionem na ul . Leszczyńskiego , posypały się butelki z benzyną , fruwały w powietrze kamienie i drewniane pały .
VERB+NOUN	otrzymuje	otrzymywać	2	zgodę	zgoda	3	otrzymuje zgodę	otrzymywać zgoda	- Kto otrzymuje zgodę na wyjazd za granicę ?
VERB+PRON	wydaje	wydawać	3	się	się	4	wydaje się	wydawać się	Nasza dotychczasowa działalność wydaje się być zbyt kameralna .
VERB+PRON	dają	dawać	14	się	się	15	dają się	dawać się	Do 23 wzrosła wczoraj liczba ofiar śmiertelnych ulewnych deszczów , które od kilku dni dają się we znaki mieszkańcom południowo - zachodniej Japonii .
ADP+NOUN	we	w	16	znaki	znak	17	we znaki	w znak	Do 23 wzrosła wczoraj liczba ofiar śmiertelnych ulewnych deszczów , które od kilku dni dają się we znaki mieszkańcom południowo - zachodniej Japonii .
VERB+PRON	dziwi	dziwić	14	się	się	15	dziwi się	dziwić się	- Czyżby widmo Kwaśniewskiego krążyło nad Polską spędzając sen z oczu prawicy ? - dziwi się pan K .
VERB+PRON	rozejrzyj	rozejrzeć	29	się	się	30	rozejrzyj się	rozejrzeć się	Wejdź na to wirtualne podwórko , wynudź się w Minecrafcie , obejrzyj lajwika , strzel headshota , ucharakteryzuj się na zombie , pogadaj z ekipą z Afryki Południowej , rozejrzyj się wieczorem , czy za tobą nie czai się trzymetrowy facet o białej twarzy ( pamiętaj , że nawet jak się nie czai , to córka może myśleć , że się czai ) , przestań przez cały czas przynudzać , żeby zostawić ten komputer i zająć się lekcjami i życiem , bo to też jest życie .
VERB+PRON	czai	czaić	37	się	się	38	czai się	czaić się	Wejdź na to wirtualne podwórko , wynudź się w Minecrafcie , obejrzyj lajwika , strzel headshota , ucharakteryzuj się na zombie , pogadaj z ekipą z Afryki Południowej , rozejrzyj się wieczorem , czy za tobą nie czai się trzymetrowy facet o białej twarzy ( pamiętaj , że nawet jak się nie czai , to córka może myśleć , że się czai ) , przestań przez cały czas przynudzać , żeby zostawić ten komputer i zająć się lekcjami i życiem , bo to też jest życie .
PRON+VERB	się	się	60	czai	czaić	61	się czai	się czaić	Wejdź na to wirtualne podwórko , wynudź się w Minecrafcie , obejrzyj lajwika , strzel headshota , ucharakteryzuj się na zombie , pogadaj z ekipą z Afryki Południowej , rozejrzyj się wieczorem , czy za tobą nie czai się trzymetrowy facet o białej twarzy ( pamiętaj , że nawet jak się nie czai , to córka może myśleć , że się czai ) , przestań przez cały czas przynudzać , żeby zostawić ten komputer i zająć się lekcjami i życiem , bo to też jest życie .
VERB+PRON	zająć	zająć	75	się	się	76	zająć się	zająć się	Wejdź na to wirtualne podwórko , wynudź się w Minecrafcie , obejrzyj lajwika , strzel headshota , ucharakteryzuj się na zombie , pogadaj z ekipą z Afryki Południowej , rozejrzyj się wieczorem , czy za tobą nie czai się trzymetrowy facet o białej twarzy ( pamiętaj , że nawet jak się nie czai , to córka może myśleć , że się czai ) , przestań przez cały czas przynudzać , żeby zostawić ten komputer i zająć się lekcjami i życiem , bo to też jest życie .
VERB+NOUN	wprowadzają	wprowadzać	3	wymogi	wymóg	4	wprowadzają wymogi	wprowadzać wymóg	Po drugie , wprowadzają wymogi co do bezpiecznych rygorów jakościowych .
VERB+PRON	śmiał	śmiać	1	się	się	2	śmiał się	śmiać się	Brat śmiał się z niego , że nie ma dziewczyny .
NOUN+ADJ	gole	gol	7	zdobyte	zdobyć	8	gole zdobyte	gol zdobyć	Najmilszą niespodzianką XVI kolejki spotkań były chyba gole zdobyte na Konwiktorskiej przez piłkarzy warszawskiej Polonii .
ADP+NOUN	do	do	25	gustu	gust	26	do gustu	do gust	Jeszcze długo po przedstawieniu koninianie dyskutowali z aktorami o możliwości zorganizowania w mieście warsztatów teatralnych i festiwalu , bo plac przed magistratem bardzo przypadł im do gustu .
ADP+NOUN	w	w	26	stanie	stan	27	w stanie	w stan	Tak do końca nie byłem był em tego pewien : co jak co , ale paliwa rakietowe wydzielają ogromną ilość energii i chyba byłyby były by w stanie , odpowiednio długo pozostawione same sobie , przepalić cienki w tym miejscu pancerz .
ADJ+ADJ	pozostawione	pozostawić	31	same	sam	32	pozostawione same	pozostawić sam	Tak do końca nie byłem był em tego pewien : co jak co , ale paliwa rakietowe wydzielają ogromną ilość energii i chyba byłyby były by w stanie , odpowiednio długo pozostawione same sobie , przepalić cienki w tym miejscu pancerz .
VERB+PRON	opłaca	opłacać	19	się	się	20	opłaca się	opłacać się	Kredyt jest nadal drogi , ale już tańszy niż rok , dwa lata temu i coraz większej liczbie przedsiębiorców opłaca się o niego zabiegać .
VERB+NOUN	brało	brać	2	udział	udział	3	brało udział	brać udział	W happeningu brało udział 20 osób , sympatyków Amnesty International .
VERB+PRON	trzyma	trzymać	14	się	się	15	trzyma się	trzymać się	Nawet , gdy suczkom wystawia na schody garnki z jedzeniem , lewą ręką kurczowo trzyma się futryny drzwi , czując , że gdy puści , to wyjdzie z domu i wówczas coś ją zmusi do poddania się ciągle tkwiącemu w niej piekielnemu głosowi , który rozkazuje wejście w gęstwinę leśną i uwolnienie się raz na zawsze od wszelkich ziemskich cierpień .
VERB+NOUN	ma	mieć	1	szanse	szansa	2	ma szanse	mieć szansa	Jakie ma szanse na wolność ?
VERB+PRON	Cieszyli	cieszyć	0	się	się	1	Cieszyli się	cieszyć się	Cieszyli się sprzedawcy piwa , napojów i lodów , które szły jak woda .
VERB+ADV	szły	iść	10	jak	jak	11	szły jak	iść jak	Cieszyli się sprzedawcy piwa , napojów i lodów , które szły jak woda .
VERB+PRON	zdecydowali	zdecydować	1	się	się	2	zdecydowali się	zdecydować się	Lekarze zdecydowali się na operację , ale brakowało dawcy .
VERB+PRON	znajduje	znajdować	18	się	się	19	znajduje się	znajdować się	Za pierwszym razem u Kolcowa bezbłędnie wykazał , kto , ile i jakich wypalił papierosów i ile popiołu znajduje się w popielniczce .
VERB+PRON	Znajduje	znajdować	0	się	się	1	Znajduje się	znajdować się	Znajduje się tu utworzony w 1939 rezerwat przyrody , w którym na swobodzie żyje m.in . stado należących do rodziny koniowatych dzikich półosłów - kułanów , które przed laty zaaklimatyzowano na wyspie sztucznie .
VERB+PRON	pojawiły	pojawić	5	się	się	6	pojawiły się	pojawić się	Od stycznia na ich drodze pojawiły się niespotykane dotąd rafy .
VERB+PRON	różnią	różnić	30	się	się	31	różnią się	różnić się	Celem moich badań było stwierdzenie , czy populacje pająka P . moravicum , jako bardzo charakterystycznego przedstawiciela fauny jaskiniowej Polski , z różnych jaskiń na Wyżynie Krakowsko - Częstochowskiej , różnią się od siebie pod względem cech morfologicznych .
VERB+PRON	interesować	interesować	5	się	się	6	interesować się	interesować się	SJL : Tylko wtedy można interesować się gównem , gdy jest nawozem .
VERB+PRON	decyduje	decydować	14	się	się	15	decyduje się	decydować się	Najczęściej tego typu oferty wprowadzają działające w Polsce firmy zagraniczne , ale od niedawna decyduje się na nie także coraz więcej przedsiębiorstw rodzimych .
VERB+NOUN	mają	mieć	1	rację	racja	2	mają rację	mieć racja	Czy mają rację sybiracy , twierdząc , że rząd polski zaniechał dochodzenia ich moralnie niezbywalnych praw ?
VERB+PRON	skupi	skupić	13	się	się	14	skupi się	skupić się	"Trzy miesiące od rozpoczęcia operacji Pentagon zaniecha "" pogoni za cieniami "" i skupi się na likwidacji resztek rozproszonych bojowników al-Qaidy ."
VERB+PRON	Obraził	obrazić	0	się	się	1	Obraził się	obrazić się	Obraził się na mnie , gdy spytałem spytał em , czy przy większych szparach stosuje tapetę .
PRON+VERB	się	się	1	starał	starać	2	się starał	się starać	Będę się starał o inne rozwiązanie , a jestem uparty .
VERB+NOUN	miało	mieć	3	wartość	wartość	4	miało wartość	mieć wartość	30 kilogramów falsyfikatów miało wartość 4 milionów dolarów .
VERB+PRON	wydaje	wydawać	2	się	się	3	wydaje się	wydawać się	Raczej nieunikniona wydaje się natomiast podwyżka - nawet kilkuprocentowa - stawek VAT .
NOUN+VERB	Znaczenie	znaczenie	0	ma	mieć	1	Znaczenie ma	znaczenie mieć	Znaczenie ma także wielkość akumulacji zimowej .
VERB+PRON	zgodził	zgodzić	4	się	się	5	zgodził się	zgodzić się	Po kilkudziesięciu minutach terrorysta zgodził się na przestawienie swego samochodu w mniej zaludnione miejsce .
ADJ+NOUN	prowadzącym	prowadzić	12	procesy	proces	13	prowadzącym procesy	prowadzić proces	- Poznał em go kilka lat temu , pracował wtedy w biurze prowadzącym procesy upadłościowe .
VERB+NOUN	popełnił	popełnić	20	samobójstwo	samobójstwo	21	popełnił samobójstwo	popełnić samobójstwo	16 . Larry Chin ( 1918 ) - emerytowany analityk i tłumacz CIA oskarżony o sprzedaż informacji wywiadowi chińskiemu , popełnił samobójstwo w 1986 r .
VERB+ADP	staniesz	stanąć	7	po	po	8	staniesz po	stanąć po	"Głos wywróżył , że w pracy "" staniesz po stronie przełożonych "" ."
VERB+PRON	przekonał	przekonać	10	się	się	11	przekonał się	przekonać się	O tym , że pogoda ostatnio nas nie rozpieszcza , przekonał się właściciel lubelskiego sklepu futrzarskiego .
NOUN+VERB	zniszczeniom	zniszczenie	1	uległo	ulec	2	zniszczeniom uległo	zniszczenie ulec	Poważnym zniszczeniom uległo 20 większych miast i regiony uprawy kawy .
PRON+VERB	się	się	16	podobało	podobać	17	się podobało	się podobać	Czyżby oni wszyscy ulegli zbiorowej halucynacji , skoro po powrocie z kina mówią , że im się podobało ?
VERB+PRON	Przywitaj	przywitać	2	się	się	3	Przywitaj się	przywitać się	1 . Przywitaj się z gospodarzem ; on pomoże ci poczuć się jak u siebie .
VERB+PRON	poczuć	poczuć	10	się	się	11	poczuć się	poczuć się	1 . Przywitaj się z gospodarzem ; on pomoże ci poczuć się jak u siebie .
VERB+PRON	Oburzamy	oburzać	0	się	się	1	Oburzamy się	oburzać się	Oburzamy się , że prezydent Juszczenko stawia pomniki Banderze i pielęgnuje pamięć o nim i jego bandziorach .
VERB+PRON	cieszy	cieszyć	10	się	się	11	cieszy się	cieszyć się	Pod jego kierunkiem polska archeologia zyskała międzynarodowe uznanie , którym cieszy się do dziś - Polacy prowadzą wykopaliska w Egipcie , Sudanie , Syrii , Libanie , na Cyprze .
VERB+NOUN	prowadzą	prowadzić	16	wykopaliska	wykopalisko	17	prowadzą wykopaliska	prowadzić wykopalisko	Pod jego kierunkiem polska archeologia zyskała międzynarodowe uznanie , którym cieszy się do dziś - Polacy prowadzą wykopaliska w Egipcie , Sudanie , Syrii , Libanie , na Cyprze .
