type	first_word	second_word
VERB+NOUN	zahaczył	barkiem
ADP+NOUN	na	powrót
ADP+NOUN	Na	świecie
NOUN+VERB	świecie	żyje
ADJ+NOUN	obcego	związku
ADP+NOUN	z	moczem
NOUN+ADJ	część	rozłożona
VERB+NOUN	wykazały	analizy
NOUN+VERB	część	wbudowała
VERB+PRON	wbudowała	się
ADP+NOUN	w	tkanki
NOUN+NOUN	tkanki	człowieka
NOUN+VERB	Szambelan	odstawił
VERB+NOUN	odstawił	kielich
ADP+NOUN	do	poręczy
NOUN+NOUN	poręczy	tronu
VERB+NOUN	są	fotografie
ADP+NOUN	w	szufladach
ADJ+NOUN	izraelska	akcja
NOUN+ADJ	akcja	zbrojna
NOUN+ADJ	program	zgłaszany
ADJ+NOUN	poszczególne	resorty
ADP+NOUN	od	możliwości
NOUN+ADJ	możliwości	finansowych
ADJ+NOUN	sprzeczne	uczucia
NOUN+NOUN	uczucia	zawodu
ADP+NOUN	wobec	grupy
NOUN+NOUN	Drzwi	wagonu
NOUN+ADJ	wagonu	towarowego
VERB+NOUN	wystawiając	twarze
ADJ+NOUN	anemicznego	słońca
ADJ+NOUN	męskim	wagonem
VERB+PRON	widziało	się
ADJ+NOUN	młode	twarze
ADP+NOUN	W	maju
ADJ+NOUN	1925	roku
NOUN+ADJ	rząd	polski
NOUN+ADJ	przepisy	ceremonialne
VERB+PRON	zaadaptował	je
ADP+NOUN	dla	potrzeb
NOUN+NOUN	potrzeb	autonomii
ADJ+NOUN	lokalny	high-life
ADP+NOUN	w	pełni
ADJ+NOUN	Konsumencki	Znak
NOUN+NOUN	Znak	Jakości
VERB+NOUN	dostała	polędwica
NOUN+ADJ	polędwica	wołowa
VERB+NOUN	wypada	scena
NOUN+NOUN	scena	guseł
ADJ+NOUN	monotonna	muzyka
ADJ+NOUN	zaproszona	grupa
NOUN+ADJ	grupa	baletowa
ADP+NOUN	z	udziału
ADP+NOUN	w	festiwalu
ADP+NOUN	Przez	tłum
NOUN+NOUN	tłum	dziennikarzy
ADP+NOUN	z	sali
ADP+NOUN	ze	złości
NOUN+VERB	Bestia	chrobocze
VERB+NOUN	chrobocze	szponami
ADJ+NOUN	metalowym	parapecie
ADJ+NOUN	nieduży	budynek
ADJ+NOUN	klasycznym	stylu
NOUN+VERB	mechanicy	zabiją
VERB+NOUN	zabiją	barana
ADP+NOUN	od	rana
NOUN+VERB	rana	obgryza
VERB+NOUN	obgryza	skraj
ADJ+NOUN	plastikowego	worka
VERB+PRON	przyniosą	mi
ADP+NOUN	w	systemach
VERB+NOUN	tłumaczył	policjantom
ADP+NOUN	na	wezwanie
ADJ+NOUN	bohaterskich	sąsiadów
ADJ+NOUN	dorosłych	synów
NOUN+VERB	synów	wie
VERB+NOUN	ma	pani
ADJ+NOUN	fajne	buty
NOUN+ADJ	buty	górskie
VERB+NOUN	chwali	pionierki
NOUN+NOUN	pionierki	dziewczyny
NOUN+ADJ	dziewczyny	idącej
ADP+NOUN	do	Doliny
ADJ+NOUN	górny	ton
ADP+NOUN	W	poniedziałek
ADJ+NOUN	Czeskim	Centrum
ADP+NOUN	w	związku
NOUN+ADJ	Świat	Literacki
ADP+NOUN	o	panu
NOUN+ADJ	Wierszy	wybranych
VERB+PRON	odbędzie	się
ADP+NOUN	z	udziałem
NOUN+NOUN	udziałem	autorów
NOUN+VERB	bogaci	stanowią
ADJ+NOUN	niewielką	część
NOUN+NOUN	część	społeczeństwa
ADJ+NOUN	tradycyjna	rodzina
NOUN+VERB	rodzina	zajęła
ADJ+NOUN	należytą	pozycję
ADP+NOUN	w	społeczeństwie
ADJ+NOUN	Następna	sprawa
ADJ+NOUN	Państwowy	Zakład
NOUN+NOUN	Zakład	Higieny
ADP+NOUN	z	powodu
ADJ+NOUN	antysemickich	prześladowań
ADP+NOUN	po	wojnie
ADP+NOUN	Mimo	sprzeciwu
NOUN+NOUN	sprzeciwu	parlamentu
NOUN+ADJ	wynagrodzenie	motywacyjne
ADP+NOUN	w	policji
VERB+ADP	zapowiedział	na
ADP+NOUN	na	przykład
NOUN+VERB	Chrześcijaństwo	nakazuje
VERB+NOUN	nakazuje	miłość
NOUN+NOUN	miłość	bliźniego
VERB+NOUN	kiwał	głową
VERB+NOUN	akceptując	pomysł
NOUN+NOUN	Projekt	uchwały
VERB+PRON	ma	nic
ADP+NOUN	z	opracowaniem
ADJ+NOUN	spójnego	systemu
NOUN+NOUN	systemu	cen
ADP+NOUN	przez	mechanizmy
NOUN+ADJ	mechanizmy	ekonomiczne
VERB+PRON	robi	to
ADJ+NOUN	Innych	poszkodowanych
NOUN+VERB	poszkodowanych	odwieziono
ADP+NOUN	do	szpitala
ADP+NOUN	na	papieża
VERB+PRON	Daj	się
ADJ+NOUN	zawierające	dary
ADP+NOUN	dla	powodzian
ADP+NOUN	z	opłat
VERB+NOUN	postanowił	dyrektor
NOUN+ADJ	dyrektor	generalny
NOUN+ADJ	Poczty	Polskiej
NOUN+VERB	Prezes	zapytał
NOUN+NOUN	zamknięcie	gór
ADP+NOUN	przed	dziećmi
NOUN+ADJ	sprawę	ostateczną
ADP+NOUN	z	upowszechnieniem
NOUN+NOUN	upowszechnieniem	narciarstwa
ADP+NOUN	od	lat
NOUN+VERB	lat	dyskutujemy
NOUN+VERB	naród	rozprasza
ADJ+NOUN	innych	ludzi
VERB+PRON	namnaża	się
VERB+NOUN	piszą	odwołania
VERB+NOUN	powołują	ekspertów
VERB+NOUN	przysyłają	rachunki
ADP+NOUN	w	obronie
NOUN+NOUN	obronie	integralności
VERB+PRON	przeanalizować	to
NOUN+VERB	firma	zobowiązuje
VERB+PRON	zobowiązuje	się
VERB+NOUN	odsprzedać	prawo
ADP+NOUN	do	pobytu
VERB+ADP	proponuje	w
ADP+NOUN	w	zamian
VERB+NOUN	ma	miejsca
ADP+NOUN	przez	turystę
NOUN+NOUN	huta	żelaza
ADP+NOUN	w	nocy
ADP+NOUN	za	rękaw
ADP+NOUN	z	prezesami
NOUN+NOUN	prezesami	spółek
ADJ+NOUN	moralnych	powinnościach
NOUN+NOUN	powinnościach	człowieka
ADP+NOUN	ze	sposobu
VERB+NOUN	interpretował	prawo
NOUN+ADJ	prawo	zwyczajowe
NOUN+ADJ	przepisy	formalne
ADJ+NOUN	starego	zakonu
NOUN+NOUN	zwolennikiem	kary
NOUN+NOUN	kary	śmierci
ADJ+NOUN	niemieckich	więźniów
ADP+NOUN	w	dzień
ADP+NOUN	od	razu
VERB+PRON	przekazał	ich
ADJ+NOUN	specjalnego	Centrum
NOUN+NOUN	Centrum	Przesłuchania
ADJ+NOUN	wiarogodne	dokumenty
ADJ+NOUN	edukacyjny	rozwój
NOUN+NOUN	rozwój	jednostki
VERB+NOUN	szukał	złomu
ADP+NOUN	po	śmietnikach
ADP+NOUN	do	kiosku
ADP+NOUN	przy	alei
VERB+NOUN	wyrywając	deski
ADJ+NOUN	bocznej	ścianie
VERB+NOUN	odginając	blachę
NOUN+ADJ	blachę	zabezpieczającą
NOUN+ADJ	Komisja	przetargowa
NOUN+NOUN	Zarządu	Dróg
NOUN+ADJ	Dróg	Miejskich
ADJ+NOUN	najtańszą	ofertę
ADP+NOUN	w	miejscu
NOUN+NOUN	miejscu	pracy
ADJ+NOUN	zewnętrzny	wizerunek
NOUN+NOUN	ruch	lodu
NOUN+NOUN	przesiąkanie	wody
VERB+NOUN	przemieszczają	ciepło
ADP+NOUN	w	obrębie
NOUN+NOUN	obrębie	lodowca
ADJ+NOUN	pozostałe	mecze
VERB+PRON	odbędzie	się
ADP+NOUN	w	sobotę
ADJ+NOUN	8	marca
NOUN+VERB	akcja	zmierza
ADP+NOUN	do	przebadania
NOUN+NOUN	przebadania	osób
NOUN+NOUN	roku	życia
ADJ+NOUN	japońscy	mężowie
ADP+NOUN	wobec	żon
ADP+NOUN	Na	rezurekcji
VERB+NOUN	dziękuję	Panu
ADJ+NOUN	bezbożnym	krajem
VERB+NOUN	Rozpalaj	ogniska
VERB+PRON	rób	to
ADP+NOUN	w	sposób
ADJ+NOUN	otaczającej	przyrody
NOUN+ADJ	sekretarz	generalny
ADP+NOUN	w	odpowiedzi
ADP+NOUN	na	krytykę
VERB+NOUN	wyraża	wiarę
ADP+NOUN	w	samorządy
NOUN+ADJ	organizacje	pozarządowe
ADP+NOUN	Z	nastaniem
ADJ+NOUN	późnojesiennych	chłodów
ADP+NOUN	na	targu
ADP+NOUN	na	szydełku
ADJ+NOUN	grubej	włóczki
NOUN+NOUN	Komendant	szpitala
VERB+NOUN	wieźć	pacjenta
ADJ+NOUN	szybkiego	zdiagnozowania
NOUN+NOUN	zdiagnozowania	chorego
ADJ+NOUN	ostrą	ocenę
NOUN+ADJ	ocenę	wiekową
ADJ+NOUN	dotychczasowe	postępowanie
ADJ+NOUN	uniwersalnego	rozwiązania
ADP+NOUN	od	pobierania
NOUN+NOUN	pobierania	krwi
VERB+NOUN	asystuje	lekarzowi
ADP+NOUN	podczas	wizyty
ADP+NOUN	u	chorych
VERB+NOUN	przygotowuje	salę
NOUN+ADJ	salę	zabiegową
VERB+NOUN	układa	narzędzia
NOUN+ADJ	narzędzia	chirurgiczne
VERB+PRON	Przyznano	je
ADJ+NOUN	8	października
ADP+NOUN	W	chwili
ADP+NOUN	na	chwilę
NOUN+NOUN	kolejka	studentów
ADP+NOUN	z	pomieszczenia
ADP+NOUN	na	korytarz
ADJ+NOUN	lepszych	trenerów
ADJ+NOUN	wolny	czas
ADJ+NOUN	zimnym	piwem
ADP+NOUN	przed	telewizorem
NOUN+VERB	Złodzieje	kradną
ADJ+NOUN	drogi	sprzęt
ADP+NOUN	w	cenie
NOUN+NOUN	cenie	złomu
ADJ+NOUN	wielkim	egoizmem
ADP+NOUN	bez	życia
NOUN+ADJ	życia	osobistego
ADJ+NOUN	różnym	ludziom
VERB+PRON	Podawali	sobie
ADP+NOUN	z	rąk
ADP+NOUN	do	rąk
NOUN+NOUN	legitymację	podporucznika
NOUN+NOUN	podporucznika	rezerwy
ADJ+NOUN	chrześcijański	porządek
NOUN+ADJ	porządek	społeczny
NOUN+VERB	ludzie	przestali
ADP+NOUN	Po	fortepianie
ADJ+NOUN	ulubionym	sprzętem
NOUN+ADJ	sprzętem	domowym
VERB+NOUN	czyta	książki
ADJ+NOUN	cytrynowa	oranżada
ADJ+NOUN	duże	łóżko
NOUN+NOUN	nici	myśli
NOUN+ADJ	myśli	kwestionującej
ADP+NOUN	W	czwartek
ADP+NOUN	w	charakterze
VERB+NOUN	pamiętał	czasy
NOUN+NOUN	połowa	miejsc
ADP+NOUN	w	nadmiarze
ADJ+NOUN	białych	trucizn
NOUN+NOUN	zbrodnia	usiłowania
NOUN+NOUN	usiłowania	zabójstwa
VERB+NOUN	grzmiał	sędzia
ADJ+NOUN	własnym	aucie
VERB+NOUN	dowcipkowali	dziennikarze
ADJ+NOUN	uciążliwe	warunki
ADJ+NOUN	wzajemnego	współżycia
ADJ+NOUN	obecnych	czasach
ADJ+NOUN	pozytywnego	rozwiązania
ADP+NOUN	Po	latach
NOUN+VERB	psy	wracają
ADJ+NOUN	różne	rzeczy
ADP+NOUN	bez	pracy
NOUN+NOUN	wskaźnik	bezrobocia
ADP+NOUN	po	połączeniu
ADP+NOUN	od	razu
ADJ+NOUN	dotychczasowe	przywileje
ADP+NOUN	dla	gmin
NOUN+ADJ	gmin	zagrożonych
ADJ+NOUN	strukturalnym	bezrobociem
ADJ+NOUN	słupskich	radnych
ADP+NOUN	w	szkole
VERB+PRON	dokuczali	tym
ADJ+NOUN	wspólnego	domu
ADP+NOUN	u	innych
ADJ+NOUN	królewskim	dworze
VERB+PRON	posuwać	się
ADP+NOUN	do	wulgarności
ADP+NOUN	w	sądzie
ADJ+NOUN	niesprawiedliwe	zwolnienie
ADP+NOUN	z	pracy
NOUN+NOUN	Łódź	typu
ADP+NOUN	w	nocy
ADP+NOUN	z	przystani
ADJ+NOUN	stałe	miejsce
NOUN+NOUN	miejsce	postoju
ADJ+NOUN	3	kwietnia
ADJ+NOUN	1968	roku
ADJ+NOUN	badający	redukcję
NOUN+NOUN	redukcję	cytochromu
NOUN+NOUN	cytochromu	c
ADP+NOUN	przez	oksydazę
NOUN+ADJ	oksydazę	ksantynową
ADJ+NOUN	bezpośredniego	kontaktu
ADP+NOUN	za	pośrednictwem
ADP+NOUN	przez	oksydazę
NOUN+ADJ	oksydazę	ksantynową
ADJ+NOUN	wolnego	rodnika
NOUN+ADJ	anionorodnika	ponadtlenkowego
ADP+NOUN	na	wolności
VERB+NOUN	sprzedaje	majątek
ADP+NOUN	o	pomoc
ADP+NOUN	do	dziennikarzy
ADP+NOUN	o	sprostowanie
ADJ+NOUN	dobrą	opinią
ADP+NOUN	wśród	społeczeństwa
NOUN+ADJ	społeczeństwa	emigracyjnego
VERB+NOUN	widzę	powodu
ADJ+NOUN	nieprawdziwa	notatka
VERB+PRON	przedstawić	mnie
ADJ+NOUN	fałszywym	świetle
VERB+NOUN	wpoili	dzieciom
ADJ+NOUN	prywatny	kantor
VERB+NOUN	Związać	łotra
ADP+NOUN	na	wyjazd
ADP+NOUN	za	granicę
ADP+NOUN	o	dyskrecję
NOUN+ADJ	dyskrecję	warunkową
ADP+NOUN	po	gaśnice
NOUN+ADJ	gaśnice	samochodowe
VERB+NOUN	ugasili	ogień
ADJ+NOUN	dotychczasowa	działalność
NOUN+VERB	Prokuratura	zakończyła
VERB+ADP	zakończyła	na
ADP+NOUN	na	razie
NOUN+NOUN	oględziny	kościoła
VERB+NOUN	spędzając	sen
ADP+NOUN	z	oczu
VERB+NOUN	chcą	zwołania
ADJ+NOUN	statutowego	zjazdu
ADP+NOUN	pod	wodzą
ADJ+NOUN	konkurencyjnej	imprezy
NOUN+NOUN	imprezy	Kongresu
NOUN+NOUN	Kongresu	Kinematografii
NOUN+ADJ	Kinematografii	Polskiej
NOUN+NOUN	Rok	funkcjonowania
ADJ+NOUN	wyższych	szczebli
NOUN+NOUN	szczebli	samorządów
ADP+NOUN	do	ocen
ADJ+NOUN	rosyjskiego	państwa
NOUN+NOUN	szefem	służb
NOUN+ADJ	służb	specjalnych
ADJ+NOUN	wirtualne	podwórko
VERB+PRON	wynudź	się
VERB+NOUN	obejrzyj	lajwika
VERB+NOUN	strzel	headshota
VERB+PRON	ucharakteryzuj	się
ADP+NOUN	na	zombie
ADP+NOUN	z	ekipą
ADJ+NOUN	trzymetrowy	facet
ADJ+NOUN	białej	twarzy
NOUN+VERB	córka	może
ADJ+NOUN	cały	czas
NOUN+VERB	czas	przynudzać
ADP+NOUN	W	posiadaniu
NOUN+NOUN	posiadaniu	biskupów
NOUN+ADJ	biskupów	poznańskich
NOUN+VERB	wieś	pozostawała
ADP+NOUN	do	rozbiorów
VERB+PRON	zagarnął	ją
NOUN+ADJ	rząd	pruski
ADJ+NOUN	oficjalnym	stanowiskiem
ADP+NOUN	do	czasu
NOUN+NOUN	czasu	spotkania
ADP+NOUN	z	panią
NOUN+NOUN	panią	minister
ADP+NOUN	W	trakcie
ADJ+NOUN	kolejnego	serca
VERB+PRON	Mówi	się
NOUN+ADJ	postęp	techniczny
VERB+PRON	mówi	się
ADJ+NOUN	nowoczesny	komfort
ADJ+NOUN	nadające	świątyni
ADJ+NOUN	szczególne	miejsce
NOUN+NOUN	miejsc	kultu
ADP+NOUN	po	przedstawieniu
NOUN+VERB	koninianie	dyskutowali
ADP+NOUN	z	aktorami
ADP+NOUN	o	możliwości
NOUN+NOUN	możliwości	zorganizowania
ADP+NOUN	w	mieście
NOUN+ADJ	warsztatów	teatralnych
ADP+NOUN	przed	magistratem
ADP+NOUN	do	końca
NOUN+ADJ	paliwa	rakietowe
ADJ+NOUN	ogromną	ilość
NOUN+NOUN	ilość	energii
ADJ+NOUN	większej	liczbie
NOUN+NOUN	liczbie	przedsiębiorców
NOUN+NOUN	Inicjowanie	dolegliwości
ADP+NOUN	w	rezultacie
NOUN+VERB	człowiek	wyizolowuje
VERB+PRON	wyizolowuje	się
ADP+NOUN	z	nurtu
ADJ+NOUN	bieżących	wydarzeń
VERB+NOUN	otrzymuje	czas
NOUN+ADJ	czas	wolny
ADP+NOUN	w	unieruchomieniu
ADP+NOUN	dla	przeanalizowania
NOUN+ADJ	doświadczeń	życiowych
VERB+NOUN	przygotowali	twórcy
NOUN+VERB	matka	próbuje
VERB+NOUN	zmienić	atmosferę
VERB+PRON	Zaśpiewajmy	coś
ADP+NOUN	w	tył
ADJ+NOUN	żelazny	pręt
ADJ+NOUN	samej	chwili
NOUN+VERB	chwili	poczuł
VERB+NOUN	wyłamuje	rękę
ADP+NOUN	ze	stawu
ADP+NOUN	Do	mistrzostw
NOUN+NOUN	mistrzostw	świata
ADJ+NOUN	Czysta	energia
ADP+NOUN	na	transparencie
ADJ+NOUN	zeszły	piątek
ADP+NOUN	na	budynku
NOUN+NOUN	budynku	resortu
NOUN+NOUN	resortu	gospodarki
VERB+NOUN	Otworzył	bagażnik
ADJ+NOUN	czarną	walizeczkę
ADP+NOUN	w	papier
NOUN+NOUN	bukiet	kwiatów
ADP+NOUN	po	namyśle
NOUN+VERB	kwiaty	wrzucił
VERB+ADP	wrzucił	z
ADP+NOUN	z	powrotem
ADP+NOUN	na	kontry
ADP+NOUN	do	przerwy
ADP+NOUN	Po	południu
NOUN+NOUN	południu	wiadomość
NOUN+VERB	kolejarze	zastrajkowali
ADJ+NOUN	jeden	mecz
ADP+NOUN	na	szczęście
ADP+NOUN	do	gry
NOUN+VERB	gry	wraca
ADP+NOUN	za	kartki
ADJ+NOUN	istna	makabra
ADP+NOUN	w	ślad
NOUN+NOUN	orzecznictwem	Sądu
NOUN+ADJ	Sądu	Najwyższego
NOUN+NOUN	przedmiotem	ochrony
NOUN+ADJ	ochrony	prawnej
ADP+NOUN	przy	przestępstwie
NOUN+NOUN	przestępstwie	zniesławienia
NOUN+NOUN	część	człowieka
ADJ+NOUN	subiektywne	odczucie
NOUN+NOUN	odczucie	pokrzywdzonego
NOUN+NOUN	opinia	ludzi
ADP+NOUN	Przy	okazji
ADJ+NOUN	skończoną	pięknością
ADP+NOUN	do	artyzmu
ADJ+NOUN	trudną	sztukę
NOUN+NOUN	sztukę	makijażu
VERB+PRON	wybrano	jego
ADJ+NOUN	mniejsze	zło
NOUN+VERB	suczkom	wystawia
ADP+NOUN	na	schody
ADP+NOUN	z	jedzeniem
ADJ+NOUN	lewą	ręką
NOUN+NOUN	futryny	drzwi
ADP+NOUN	z	domu
ADP+NOUN	do	poddania
NOUN+PRON	poddania	się
ADJ+NOUN	piekielnemu	głosowi
VERB+NOUN	rozkazuje	wejście
ADP+NOUN	w	gęstwinę
NOUN+ADJ	gęstwinę	leśną
NOUN+PRON	uwolnienie	się
ADJ+NOUN	ziemskich	cierpień
ADP+NOUN	Na	ulicy
ADJ+NOUN	15	sierpnia
VERB+NOUN	ucina	dyskusje
NOUN+NOUN	rodzaju	formuły
NOUN+VERB	kabaliści	mogli
ADJ+NOUN	białą	magią
ADP+NOUN	na	przykład
ADP+NOUN	na	oczy
ADJ+NOUN	odpowiednim	tonem
ADJ+NOUN	pierwszy	dzień
NOUN+NOUN	dzień	tygodnia
ADP+NOUN	w	godzinie
NOUN+NOUN	godzinie	panowania
ADP+NOUN	pod	auspicjami
ADP+NOUN	w	symbolice
NOUN+VERB	symbolice	odpowiada
ADJ+NOUN	prawe	oko
VERB+PRON	mówi	się
ADJ+NOUN	zrestrukturyzowany	Zakład
NOUN+ADJ	Zakład	Lotniczy
ADP+NOUN	na	montażu
ADJ+NOUN	lekkich	samolotów
NOUN+ADJ	samolotów	transportowych
ADJ+NOUN	przeciwpożarowych	Dromaderów
ADP+NOUN	na	operację
VERB+NOUN	brakowało	dawcy
ADP+NOUN	w	hotelu
NOUN+NOUN	miłośników	pięściarstwa
ADJ+NOUN	arcyciekawego	pojedynku
ADJ+NOUN	własnym	domu
VERB+NOUN	zeznał	górnik
NOUN+ADJ	górnik	ranny
ADP+NOUN	w	pacyfikacji
NOUN+VERB	Goście	ruszyli
ADP+NOUN	do	walca
ADP+NOUN	za	parą
ADP+NOUN	w	ciągu
NOUN+ADJ	sala	rycerska
ADJ+NOUN	pierwszym	razem
VERB+NOUN	wypalił	papierosów
ADP+NOUN	w	popielniczce
VERB+NOUN	Stłuces	głobe
ADP+NOUN	do	szkoły
NOUN+VERB	szkoły	zaprosić
VERB+NOUN	zaprosić	lekarza
VERB+NOUN	tłumaczy	gimnazjalistom
NOUN+NOUN	pedagog	szkoły
VERB+NOUN	przerwał	wertowanie
NOUN+NOUN	wertowanie	danych
VERB+PRON	przynieść	sobie
ADP+NOUN	Do	wypadku
NOUN+VERB	wypadku	doszło
ADP+NOUN	na	drodze
ADP+NOUN	do	pracy
VERB+NOUN	omijam	ciężarówkę
ADP+NOUN	na	jezdni
ADJ+NOUN	jeden	pas
VERB+PRON	denerwuje	się
ADP+NOUN	w	tramwaju
NOUN+NOUN	rezerwat	przyrody
ADP+NOUN	na	swobodzie
NOUN+VERB	swobodzie	żyje
ADP+NOUN	do	rodziny
NOUN+ADJ	rodziny	koniowatych
ADJ+NOUN	dzikich	półosłów
ADP+NOUN	przed	laty
NOUN+VERB	laty	zaaklimatyzowano
ADP+NOUN	na	wyspie
ADP+NOUN	ze	stołu
VERB+NOUN	włożył	głowę
ADJ+NOUN	żeliwnego	zlewu
ADP+NOUN	do	zakresu
NOUN+NOUN	zakresu	obowiązków
VERB+NOUN	należała	polityka
NOUN+NOUN	polityka	stoczni
ADP+NOUN	z	mediami
ADP+NOUN	z	władzami
NOUN+ADJ	władzami	samorządowymi
NOUN+NOUN	penetracja	rynku
NOUN+ADJ	rynku	wschodniego
NOUN+NOUN	populacje	pająka
ADJ+NOUN	charakterystycznego	przedstawiciela
NOUN+NOUN	przedstawiciela	fauny
NOUN+ADJ	fauny	jaskiniowej
ADJ+NOUN	różnych	jaskiń
ADP+NOUN	pod	względem
NOUN+NOUN	względem	cech
NOUN+ADJ	cech	morfologicznych
ADJ+NOUN	Szczegółowy	raport
VERB+NOUN	wychwalać	wolność
NOUN+VERB	ptaki	mają
NOUN+VERB	rząd	powinien
VERB+PRON	psuj	im
NOUN+ADJ	rząd	polski
VERB+NOUN	zaniechał	dochodzenia
ADJ+NOUN	niezbywalnych	praw
ADP+NOUN	od	rozpoczęcia
NOUN+NOUN	rozpoczęcia	operacji
ADP+NOUN	za	cieniami
ADP+NOUN	na	likwidacji
NOUN+NOUN	likwidacji	resztek
ADJ+NOUN	rozproszonych	bojowników
NOUN+NOUN	bojowników	al-Qaidy
ADJ+NOUN	większych	szparach
NOUN+VERB	szparach	stosuje
VERB+NOUN	stosuje	tapetę
NOUN+NOUN	punktu	widzenia
ADJ+NOUN	krótkookresowego	wzrostu
NOUN+ADJ	wzrostu	gospodarczego
NOUN+NOUN	osłabienie	kursu
NOUN+VERB	wzrost	przyspieszyć
VERB+NOUN	bronić	zwierząt
ADJ+NOUN	szlachetne	intencje
NOUN+VERB	intencje	popsuły
VERB+PRON	popsuły	się
ADJ+NOUN	robaczywe	jabłka
ADP+NOUN	W	ciągu
NOUN+VERB	lat	przybędzie
NOUN+ADJ	miejsc	kinowych
ADJ+NOUN	nowych	multipleksach
NOUN+ADJ	Ludzie	starsi
VERB+PRON	gubią	się
ADJ+NOUN	technicznych	problemach
ADJ+NOUN	ciągłe	zabawy
ADP+NOUN	ze	zmianą
NOUN+NOUN	zmianą	pasma
NOUN+NOUN	pasma	nadawania
NOUN+NOUN	brak	szacunku
ADP+NOUN	dla	abonentów
VERB+PRON	Zaczęło	się
ADP+NOUN	do	radnych
ADP+NOUN	na	obrady
ADP+NOUN	Na	ułamek
NOUN+NOUN	ułamek	sekundy
VERB+PRON	patrząc	sobie
ADP+NOUN	w	oczy
ADP+NOUN	w	sekundę
NOUN+ADJ	zegar	wieżowy
ADJ+NOUN	całą	melodię
VERB+PRON	słyszy	się
ADP+NOUN	o	konfliktach
NOUN+NOUN	konfliktach	narciarzy
ADP+NOUN	ze	związkami
NOUN+ADJ	związkami	sportowymi
ADP+NOUN	w	sprawach
NOUN+NOUN	sprawach	sprzętu
NOUN+NOUN	kilogramów	falsyfikatów
VERB+NOUN	nadchodzi	czas
VERB+NOUN	powtórzyć	operację
NOUN+NOUN	wyrównanie	terenu
ADP+NOUN	pod	dworzec
ADJ+NOUN	właściwa	budowa
NOUN+ADJ	dyrektor	techniczny
NOUN+NOUN	Mieszkańcy	miasta
ADP+NOUN	do	domu
ADP+NOUN	nad	ranem
NOUN+VERB	ranem	obwieszczamy
VERB+NOUN	obwieszczamy	światu
ADJ+NOUN	niecodziennego	zjawiska
NOUN+NOUN	wielkość	akumulacji
NOUN+ADJ	akumulacji	zimowej
ADP+NOUN	dla	polonistek
VERB+NOUN	Owija	facetów
ADP+NOUN	wokół	palca
ADJ+NOUN	ostatniej	sesji
NOUN+NOUN	sesji	Rady
NOUN+NOUN	Rady	Gminy
VERB+NOUN	nadano	nazw
ADJ+NOUN	nowym	ulicom
ADJ+NOUN	podobnych	okolicznościach
NOUN+VERB	okolicznościach	wpadł
VERB+NOUN	wpadł	technik
NOUN+NOUN	technik	Wydziału
NOUN+ADJ	Wydziału	Kryminalnego
ADJ+NOUN	pozostali	członkowie
NOUN+NOUN	członkowie	załogi
NOUN+NOUN	załogi	karetki
ADJ+NOUN	pierwszej	ciąży
ADP+NOUN	z	jedzeniem
VERB+PRON	kończył	się
ADJ+NOUN	drugi	miesiąc
ADP+NOUN	na	przestawienie
ADJ+NOUN	zaludnione	miejsce
NOUN+VERB	Mama	gładzi
VERB+NOUN	gładzi	dłoń
NOUN+NOUN	dłoń	Dziadka
ADJ+NOUN	Piękny	dom
ADJ+NOUN	emerytowany	analityk
ADP+NOUN	o	sprzedaż
NOUN+NOUN	sprzedaż	informacji
NOUN+ADJ	wywiadowi	chińskiemu
ADP+NOUN	W	parku
VERB+NOUN	świergotały	ptaki
ADP+NOUN	wśród	drzew
NOUN+VERB	drzew	panował
ADJ+NOUN	przyjemny	chłodek
VERB+NOUN	szło	uczestnikom
ADJ+NOUN	krótkotrwałych	złudzeń
VERB+NOUN	dzielił	nadzieję
ADP+NOUN	na	regenerację
NOUN+NOUN	regenerację	komunizmu
NOUN+VERB	Głos	wywróżył
ADP+NOUN	w	pracy
ADJ+NOUN	Planowana	modernizacja
NOUN+NOUN	modernizacja	ośrodka
ADJ+NOUN	lubelskiego	sklepu
NOUN+ADJ	sklepu	futrzarskiego
NOUN+VERB	człowiek	musi
NOUN+VERB	Gwardziści	obserwowali
ADJ+NOUN	wychodzących	członków
NOUN+NOUN	członków	Rady
ADP+NOUN	z	pewnością
NOUN+VERB	pewnością	uczuli
VERB+NOUN	uczuli	dreszcz
ADP+NOUN	w	chwili
ADP+NOUN	do	samochodów
ADJ+NOUN	pustymi	kuflami
ADP+NOUN	do	środka
NOUN+VERB	koleś	przeholował
ADP+NOUN	po	powrocie
ADP+NOUN	z	kina
NOUN+NOUN	kierowcy	ciężarówki
VERB+PRON	Garbią	się
ADP+NOUN	pod	paczkami
VERB+PRON	niosą	je
ADP+NOUN	na	plecach
VERB+NOUN	przewiązują	przepaskami
ADJ+NOUN	cały	ciężar
ADP+NOUN	na	czołach
VERB+NOUN	Mamy	ubikacje
ADP+NOUN	w	szkołach
VERB+NOUN	sięgają	epoki
NOUN+NOUN	zastępca	dyrektora
NOUN+NOUN	dyrektora	Wydziału
NOUN+NOUN	Wydziału	Oświaty
NOUN+ADJ	Urzędu	Miejskiego
ADJ+NOUN	wilgotnego	ręcznika
ADP+NOUN	w	łazience
ADJ+NOUN	mięsistą	połę
NOUN+NOUN	połę	szlafroka
VERB+NOUN	powąchał	mydło
ADJ+NOUN	cedrowej	kasetce
