	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
543	ADJ+NOUN	dalszym	daleki	7	ciągu	ciąg	8	dalszym ciągu	daleki ciąg	Tymczasem mój lot nie ustawał i w dalszym ciągu nie wiedziałem wiedział em , w jaki sposób wrócić na ziemię .
544	VERB+PRON	Znamy	znać	0	się	się	1	Znamy się	znać się	Znamy się od kilku lat , więc kiedy Krzysztof powiedział , że dostają klucze do własnego mieszkania na warszawskim Gocławiu , nie mieliśmy mieli śmy wątpliwości , że to właśnie my zajmiemy się aranżacją wnętrz .
545	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	Policjanci będą mogli też dorabiać przy zabezpieczaniu imprez masowych w czasie wolnym od służby - za ich pracę płaciłby płacił by organizator imprezy .
546	PART+VERB	Nie	nie	1	chcą	chcieć	2	Nie chcą	nie chcieć	- Nie chcą , bym by m ich utrzymywał .
547	PART+VERB	nie	nie	1	ma	mieć	2	nie ma	nie mieć	Tu nie ma żadnego Legolandu .
548	NOUN+NOUN	wotum	wotum	8	nieufności	nieufność	9	wotum nieufności	wotum nieufność	Nie złożyłem złożył em podpisu pod wnioskiem o wotum nieufności skierowanym do marszałka Sejmu .
549	PART+VERB	nie	nie	9	robi	robić	10	nie robi	nie robić	To ich zabawy domowe , tego się przy obcych nie robi , ale swój jest swój .
550	ADP+NOUN	w	w	8	oczach	oko	9	w oczach	w oko	Już bez strachu , z niedowierzaniem i błyskiem w oczach przekładała paczki z ręki do ręki .
551	ADP+PRON	w	w	1	sobie	siebie	2	w sobie	w siebie	Miała w sobie coś z ikony .
552	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem .
553	PART+VERB	nie	nie	16	wiedzieli	wiedzieć	17	nie wiedzieli	nie wiedzieć	Słuchaj , to wspaniała kobieta , przekonywał Szczesiak , jak byśmy by śmy sami o tym nie wiedzieli .
554	PART+VERB	nie	nie	19	robili	robić	20	nie robili	nie robić	Mam wrażenie , że gdyby wszyscy ci , którzy chrzczą dzieci , żeby je zasymilować z katolicką większością tego nie robili , to byłaby była by to nie dwójka a z dziesiątka w trzydziestoosobowej grupie .
555	PART+VERB	nie	nie	16	chce	chcieć	17	nie chce	nie chcieć	Niezatapialny Jeffrey Archer wyszedł właśnie na wolność i musi wymyślić coś nowego : partia go już nie chce .
556	ADP+NOUN	do	do	12	dymisji	dymisja	13	do dymisji	do dymisja	Poseł Włodzimierz Wasiński sądzi , że zmiany w rządzie nie ograniczą się do dymisji wicepremiera Janusza Tomaszewskiego .
557	PART+VERB	nie	nie	13	wiem	wiedzieć	14	nie wiem	nie wiedzieć	Paweł Wójcik - Moja mama ma jasne włosy , jakie ma oczy to nie wiem .
558	PART+VERB	nie	nie	6	ma	mieć	7	nie ma	nie mieć	Można postawić przy nich kreskę - nie ma nikogo w domu .
559	PART+VERB	nie	nie	8	robią	robić	9	nie robią	nie robić	- Wiesz - mówi Aida - ludzie teraz nie robią zdjęć .
560	VERB+PRON	spotkał	spotkać	11	się	się	12	spotkał się	spotkać się	- Informacje Bronisława Klimaszewskiego , jakoby 3 sierpnia 1994 r . spotkał się z Aleksandrem Kwaśniewskim w Juracie , są niezgodne z faktami .
561	PART+VERB	nie	nie	11	ma	mieć	12	nie ma	nie mieć	- Na wsze czasy rozstajemy się z silną władzą prezydencką ; nie ma takiego parlamentu na świecie , który będzie skory do zwrócenia choćby cząstki władzy prezydentowi - ocenia Falandysz .
562	ADP+ADV	na	na	28	tyle	tyle	29	na tyle	na tyle	"Ten ostatni koncertujący od siódmego roku życia przypomniał taką historyjkę ze swego dzieciństwa : "" Mój stary profesor położywszy na mnie rękę powiedział , że pewnego dnia będę na tyle dobrym skrzypkiem , by sam uczyć . """
563	ADP+NOUN	w	w	8	czasie	czas	9	w czasie	w czas	Do 31 grudnia byli robotnicy przymusowi , którzy w czasie II wojny światowej byli zatrudnieni w placówkach Kościoła katolickiego w Niemczech , mogą składać wnioski o odszkodowania - przypomina fundacja Polsko - Niemieckie Pojednanie .
564	PART+VERB	nie	nie	6	robią	robić	7	nie robią	nie robić	- Ale święci - dodał - nie robią polityki .
565	ADP+PRON	ze	z	12	sobą	siebie	13	ze sobą	z siebie	"Wspólne ranne przyjście do biura to jak komunikat : "" A my ze sobą śpimy "" ."
566	VERB+PRON	Chwalą	chwalić	0	się	się	1	Chwalą się	chwalić się	Chwalą się nawzajem za te wspaniałe filmy , które zrobili .
567	PART+VERB	nie	nie	23	mam	mieć	24	nie mam	nie mieć	""" Na statku przegrałem przegrał em w "" Bingo "" ( b . dobra gra hazardowa ) 2 dolary i w tej chwili nie mam już nic , ale jutro dostajemy zaliczkę "" - informował Wacek rodziców ."
568	VERB+PRON	decydowało	decydować	9	się	się	10	decydowało się	decydować się	Remont miał być przeprowadzony w marcu , ale wówczas decydowało się , kto będzie nowym właścicielem tej kamienicy .
569	PART+VERB	nie	nie	6	mają	mieć	7	nie mają	nie mieć	- Celowo go nie kasują bądź nie mają , a później chwalą się przed znajomymi ile to razy udało im się uniknąć kary .
570	ADP+NOUN	na	na	7	końcu	koniec	8	na końcu	na koniec	Ale jak płacimy , to się okaże na końcu - igra sobie Pan Marek z domysłami wątpiących .
571	PART+VERB	nie	nie	19	wierzę	wierzyć	20	nie wierzę	nie wierzyć	Ab-Ram wyjrzał , czy nikt nie podsłuchuje , i wyznał : - Muszę stad odejść , ojcze , gdyż nie wierzę w bogów . . .
572	ADP+NOUN	z	z	13	ziemi	ziemia	14	z ziemi	z ziemia	A to znaczy , że tak czy inaczej na morze można patrzeć tylko z ziemi .
573	ADP+NOUN	w	w	2	powietrze	powietrze	3	w powietrze	w powietrze	Później strzałami w powietrze sterroryzował kasjerkę i zmusił ją do wydania pieniędzy .
574	PRON+VERB	się	się	1	pogodzimy	pogodzić	2	się pogodzimy	się pogodzić	Jakoś się pogodzimy .
575	PART+VERB	nie	nie	9	miała	mieć	10	nie miała	nie mieć	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
576	ADP+NOUN	na	na	11	koncie	konto	12	na koncie	na konto	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
577	ADP+PRON	O	o	1	co	co	2	O co	o co	- O co więc chodzi Anglikom , skoro od kilku lat co jakiś czas pojawia się film angielski poświęcony historii władców tego kraju ?
578	PART+VERB	nie	nie	3	ma	mieć	4	nie ma	nie mieć	Jak widać , nie ma w tym obrazie Ameryki jednoznacznego rozkładu barw .
579	PART+VERB	nie	nie	3	chcę	chcieć	4	nie chcę	nie chcieć	ARTUR - Ja nie chcę jeść , ja chcę zapanować nad sytuacją !
580	ADP+PRON	o	o	10	co	co	11	o co	o co	Dziś znaczna część naszych rodaków w ogóle nie rozumie , o co w tym wszystkim chodzi .
581	VERB+AUX	było	być	3	by	by	4	było by	być by	Jednak nieuczciwie byłoby było by nie wspomnieć o dobrych stronach filmu .
582	PART+VERB	nie	nie	3	chciał	chcieć	4	nie chciał	nie chcieć	To sam Wei nie chciał wyjechać .
583	NOUN+VERB	górach	góra	6	jest	być	7	górach jest	góra być	Opiekun dzieciaków sądził , że w górach jest już wiosna .
584	ADP+NOUN	w	w	15	czasie	czas	16	w czasie	w czas	Radny niezależny ( wcześniej SLD ) Tomasz Woźniak oskarżył publicznie S . Pastuszewskiego , że w czasie gdy ten był wiceprezydentem miasta skorzystał z darmowych robót pewnej firmy w zamian za przyspieszenie prywatyzacji kamienicy , którą była ona zainteresowana .
585	PART+VERB	nie	nie	8	wiedział	wiedzieć	9	nie wiedział	nie wiedzieć	Jeszcze po południu zawieszony prezes największego polskiego ubezpieczyciela nie wiedział , czy członkowie rady podejmą jakieś decyzje w jego sprawie .
586	ADP+NOUN	w	w	11	czasie	czas	12	w czasie	w czas	Niektóre z nich , pamiętając , jak wcześniej nieludzko traktowano je w czasie rozwiązania , dopiero po wprowadzeniu zmian zdecydowały się na drugie dziecko .
587	ADP+PRON	o	o	28	czym	co	29	o czym	o co	"Spójrzmy dalej : grozę konstytuuje wreszcie element metrorytmiczny , np . ostinato rytmiczne - z jednej , i nagłe zwroty "" pulsacji "" - z drugiej strony ( o czym była już mowa wcześniej ) ."
588	PART+VERB	nie	nie	5	wierzyła	wierzyć	6	nie wierzyła	nie wierzyć	Szczerze mówiąc , ani trochę nie wierzyła w te patetyczne pierdóły o wędrówce dusz ani o kolejnych efektownych inkarnacjach : z konika polnego w antylopę , a później , jeśli będziesz grzeczna , w buddyjskiego mnicha .
589	VERB+PRON	daje	dawać	6	się	się	7	daje się	dawać się	Tuli się do wychowawczyni i nie daje się ukoić nawet za pomocą najładniejszego pluszaka .
590	ADP+NOUN	w	w	12	powietrzu	powietrze	13	w powietrzu	w powietrze	Dławiąca wilgoć zmienia nas wszystkich w Bombaju w płazy oddychające wodą zawartą w powietrzu ; człowiek uczy się z tym żyć – i to żyć z zadowoleniem – albo wyjeżdża .
591	PART+VERB	Nie	nie	1	chcieli	chcieć	2	Nie chcieli	nie chcieć	- Nie chcieli zeznawać , dlatego zapadła decyzja o ich tymczasowym aresztowaniu - wyjaśnia T . Kaczmarek .
592	ADP+NOUN	w	w	3	czasie	czas	4	w czasie	w czas	"Lech Wałęsa , w czasie spotkania z Prezydium Sejmu i Konwentem Seniorów : "" Proszę nie dotykać prezydenta , nie wchodzić mu na odcisk , bo jak przydzwonię , to będzie źle "" ."
593	VERB+PRON	stosuje	stosować	20	się	się	21	stosuje się	stosować się	Zdecydowanie wolała , gdy , jak dawniej , mapa pojawiała na tle szklanej szyby niż tak jak teraz , kiedy stosuje się blue-box , więc palcem trafia w pustkę , a mapę widzi jedynie na monitorze .
594	ADP+PRON	o	o	10	czym	co	11	o czym	o co	"Przez kilkanaście lat doczekali się też swojej wiernej publiczności , o czym można było się przekonać podczas sobotniego jubileuszowego koncertu w klubie "" Stajnia nr 8a "" ."
595	ADP+NOUN	z	z	2	prośbą	prośba	3	z prośbą	z prośba	Zgodnie też z prośbą młodzieży ( tej oraz innej ) będziemy się starali drukować niektóre materiały krajoznawcze ( m.in . mapy ) tak , aby można je było wyjąć z numeru bez szkody dla pozostałej jego części .
596	ADP+NOUN	na	na	8	koniec	koniec	9	na koniec	na koniec	""" Gdyby ściany sali miały ręce - stwierdził na koniec - przyklasnęłyby przyklasnęły by niewątpliwie temu wyrokowi ."
597	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma ludzi zdrowych , są tylko źle zdiagnozowani .
598	ADP+NOUN	w	w	17	życiu	życie	18	w życiu	w życie	- Nie trzeba dobrze znać Kaczyńskich , by przekonać się , że jest dla nich najważniejszą osobą w życiu - dodaje Szczypińska .
599	VERB+PRON	trzymam	trzymać	17	się	się	18	trzymam się	trzymać się	Albo to była strasznie obrzydliwa fasolka i wtedy zrywam się z miejsca , podskakuję , wrzeszczę , trzymam się za usta , krzycząc : „ Zaraz będę haftował ! ” – to pewien sposób na aplauz widowni .
600	ADP+PRON	za	za	11	sobą	siebie	12	za sobą	za siebie	Jedni celebrują moment odejścia , inni czynią to pospiesznie - zamykają za sobą drzwi i odjeżdżają nie odwracając nawet głowy .
601	PRON+VERB	się	się	15	dowiedzieć	dowiedzieć	16	się dowiedzieć	się dowiedzieć	Uradziliśmy Uradzili śmy natychmiast depeszować do Brukseli , by trzymano się tego śladu i postarano się dowiedzieć jak najwięcej o owym panu Folkstonie .
602	VERB+PRON	spotkało	spotkać	5	się	się	6	spotkało się	spotkać się	"Jak co roku kilkaset osób spotkało się w warszawskiej kawiarni "" Rozdroże "" , gdzie po raz ósmy wręczono nagrody Kisiela ."
603	VERB+PUNCT	Myślę	myśleć	0	,	,	1	Myślę ,	myśleć ,	Myślę , że niepotrzebnie , panie pośle - adresuję tę wypowiedź do pana posła Pęka - wprowadza pan wątek Huty Katowice .
604	ADP+ADJ	Na	na	2	dobre	dobry	3	Na dobre	na dobry	"* "" Na dobre zacząłem zaczął em śpiewać dopiero w grupie Blackout i wszystko , co umiem , zawdzięczam Tadeuszowi Nalepie "" ( Jerzy Kozłowski o swoich występach z zespołem Nalepy w 1967 roku , "" Śpiewamy i Tańczymy "" , lipiec 1970 ) ."
605	ADP+PRON	za	za	12	siebie	siebie	13	za siebie	za siebie	- Wyjmij skarpety z mojej walizki - rzucił Kwiczoł , nie patrząc za siebie .
606	VERB+PRON	uśmiecha	uśmiechać	6	się	się	7	uśmiecha się	uśmiechać się	- Mamy się czym pochwalić - uśmiecha się burmistrz .
607	PART+VERB	nie	nie	41	mają	mieć	42	nie mają	nie mieć	Żona pod opieką Psychiatry wyjątkowo sprawnie dochodzi do siebie , zwłaszcza od kiedy jej wytłumaczył , że ludzie tak naprawdę mogą mieszkać tylko w innych ludziach , depresja to nic innego , jak bezdomność , na depresję cierpią ludzie , którzy nie mają w kim mieszkać , a potem zaproponował , że otworzy przed nią swoje drzwi .
608	VERB+PRON	ukazuje	ukazywać	6	się	się	7	ukazuje się	ukazywać się	"W pewnej chwili na małym ekranie ukazuje się plansza : "" Przepraszamy za zakłócenia "" ."
609	PART+VERB	Nie	nie	0	daj	dać	1	Nie daj	nie dać	Nie daj się zbywać ogólnikami .
610	VERB+PRON	daj	dać	1	się	się	2	daj się	dać się	Nie daj się zbywać ogólnikami .
611	PART+VERB	nie	nie	10	wie	wiedzieć	11	nie wie	nie wiedzieć	- Pani nie ma żadnego umiaru - krzyczę - i nie wie pani , kiedy można błaznować , a kiedy nie .
612	VERB+PRON	decyduje	decydować	11	się	się	12	decyduje się	decydować się	To , czy i jakie włosy wyrosną na głowie człowieka , decyduje się już we wczesnym stadium rozwoju embrionalnego .
613	ADP+ADV	na	na	6	tyle	tyle	7	na tyle	na tyle	Uważałam Uważała m , iż jest na tyle dorosła , że zrozumie . . . i że mi wybaczy . . .
614	ADP+NOUN	w	w	3	gardle	gardło	4	w gardle	w gardło	Coś dławiło mnie w gardle , ale powiedziałem powiedział em sobie , że nie będę przecież kota opłakiwał , więc z kamienną miną wyciągnąłem wyciągnął em odkurzacz i zacząłem zaczął em sprzątać .
615	PART+VERB	Nie	nie	0	wiem	wiedzieć	1	Nie wiem	nie wiedzieć	Nie wiem , czy dożyjemy tego , że przewożone zwierzęta rzeźne , nie będą jeszcze dodatkowo cierpiały - powiedziała nam Anna Baranowska , sekretarz KTonZ .
616	NOUN+NOUN	aktu	akt	9	oskarżenia	oskarżenie	10	aktu oskarżenia	akt oskarżenie	Proces nie zdążył się rozpocząć - nie odczytano bowiem aktu oskarżenia .
617	ADP+NOUN	W	w	0	czasach	czas	1	W czasach	w czas	W czasach II wojny światowej wykorzystywane były m.in . takie maszyny , jak B-17 , B-24 , B-29 .
618	ADP+NOUN	na	na	6	stanowisko	stanowisko	7	na stanowisko	na stanowisko	Wojciech Gąsienica - Byrcyn nie wróci na stanowisko dyrektora Tatrzańskiego Parku Narodowego , to już sprawa przesądzona .
619	VERB+AUX	było	być	6	by	by	7	było by	być by	"Według Solany , "" dobrze byłoby było by mieć przejrzystą współpracę z Federacją Rosyjską "" w tej dziedzinie ."
620	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem , jak zrodziła się ta inicjatywa .
621	ADP+NOUN	w	w	10	powietrzu	powietrze	11	w powietrzu	w powietrze	Nawet wiatr zdawał się ten sam , bo podobnie wirowały w powietrzu resztki bawełny , a kartki z porzuconych kwitariuszy magazynowych wcale nie odfrunęły daleko .
622	PART+PART	i	i	4	to	to	5	i to	i to	Niestety bardzo dużo - i to rzeczy z jednej strony kosztownych , z drugiej zaś niepopularnych .
623	ADP+NOUN	w	w	15	życiu	życie	16	w życiu	w życie	Małgorzata Tusk , mama Kasi : - Uważamy z mężem , że Kasia powinna robić w życiu to , co lubi i co będzie sprawiać jej przyjemność .
624	ADP+PRON	za	za	20	sobą	siebie	21	za sobą	za siebie	Kiedy z Gdańska wyszli Rosjanie , wysadziwszy całe stare miasto , dom po domu , ulicę po ulicy , zostawiając za sobą poczerniałe fronty kamienic , zgwałcone kobiety , porąbane fortepiany , splądrowane wille we Wrzeszczu , zawalone piwnice i schrony , w których ludzie powoli konali z głodu i zagryzali się nawzajem , Eugenia Włos już handlowała pod wypalonym budynkiem dworca .
625	PART+VERB	Nie	nie	0	wiem	wiedzieć	1	Nie wiem	nie wiedzieć	Nie wiem .
626	ADP+NOUN	z	z	9	nieba	niebo	10	z nieba	z niebo	- W Biłgoraju ludzie nigdy nie czekali na mannę z nieba - uważa poseł Henryk Wujec .
627	PART+VERB	nie	nie	1	wiem	wiedzieć	2	nie wiem	nie wiedzieć	Zresztą nie wiem , może naprawdę lepiej było odejść .
628	ADP+NOUN	z	z	6	głowy	głowa	7	z głowy	z głowa	Zdarzenie z kamykiem nie wychodziło mu z głowy .
629	PART+VERB	Nie	nie	1	wiem	wiedzieć	2	Nie wiem	nie wiedzieć	- Nie wiem .
630	ADP+ADV	na	na	3	tyle	tyle	4	na tyle	na tyle	Sprawa stała się na tyle poważna , że trafiła pod obrady Dumy .
631	ADP+NOUN	ze	z	10	wstydu	wstyd	11	ze wstydu	z wstyd	Po ujawnieniu prowokacji dr Łukasz K . zamiast czerwienić się ze wstydu , pozwał do sądu Janusza Miliszkiewicza , autora książek o dziełach sztuki , który wytknął mu niekompetencję .
632	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma żadnej elastyczności z ich strony w rozmowach - twierdzi dyrektor Solarz .
633	ADP+NOUN	w	w	25	gardle	gardło	26	w gardle	w gardło	- Niech pan zrobi , żeby moja Kasieńka stanęła w drzwiach i znowu mi zaśpiewała - pani Józefie , babci 7-letniej Kasi , głos grzęźnie w gardle .
634	ADP+NOUN	w	w	1	czasach	czas	2	w czasach	w czas	Nawet w czasach hitlerowskiego szaleństwa starał się on wypełniać statutowe zadania .
635	CCONJ+PRON	i	i	5	tego	to	6	i tego	i to	- Pretensje dotyczyły warunków konkursu i tego , że nie było dopowiedziane , czy budowla ma być podziemna , czy nadziemna - mówi Lech Szaraniec , dyrektor Muzeum Śląskiego .
636	ADP+ADJ	na	na	3	najlepszy	dobry	4	na najlepszy	na dobry	Zebrane środki przekażemy na najlepszy z możliwych celów - pomoc dzieciom .
637	PART+VERB	Nie	nie	1	ma	mieć	2	Nie ma	nie mieć	- Nie ma radykalnych zmian - przekonuje płk Zdzisław Gnatowski , oficer prasowy Sztabu Generalnego .
638	VERB+PRON	wyróżnia	wyróżniać	4	się	się	5	wyróżnia się	wyróżniać się	Według tego samego kryterium wyróżnia się dwa rodzaje urządzeń elektrotermicznych : bezpośrednie i pośrednie , których działanie opiera się odpowiednio na nagrzewaniu elektrycznym bezpośrednim i pośrednim .
639	VERB+AUX	Zrobił	zrobić	1	em	być	2	Zrobił em	zrobić być	Zrobiłem Zrobił em mały test , dociążyłem dociążył em spacerówkę 10 kg ciężarem i kółka zacęły się posłusznie skręcać jak również znacznie poprawiła się amortyzacja całego wózka .
640	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	Prokuratura podejrzewa posła Waldy Dzikowskiego o to , że w czasie , gdy był wójtem gminy Tarnowo Podgórne , poznański przedsiębiorca budowlany Marek Trzmielewski , odwdzięczając się za wygrane przetargi , za darmo przebudował mu dom .
641	PART+VERB	nie	nie	4	ma	mieć	5	nie ma	nie mieć	Okazuje się , że nie ma w tym filmie zwycięzcy , a jest jedynie ofiara pewnego układu , w którym ktoś zdecydował za nią , kim ma być .
642	PART+VERB	nie	nie	4	ma	mieć	5	nie ma	nie mieć	- We wnioskach NIK nie ma o tym ani słowa - przypomina wiceminister pracy .
643	CCONJ+PRON	i	i	4	tym	to	5	i tym	i to	Delektował się rumieńcem Wandy i tym , że starała się uciec wzrokiem przed jego spojrzeniem , wycelowanym precyzyjnie w jej oczy .
644	ADP+NOUN	w	w	3	oczy	oko	4	w oczy	w oko	Unikali patrzenia sobie w oczy , przełykając metaliczny smak śmierci .
