mwe_type	first_word	first_word_id	second_word	second_word_id	mwe	sentence	is_correct	dataset_type	complete_mwe_in_sent	prediction
VERB+NOUN	podejmuje	16	decyzje	17	podejmuje decyzje	- Chodzi o jasny i czytelny sygnał - szefem Rady Ministrów jest Buzek , to on podejmuje decyzje .	1	test	1	1
VERB+NOUN	mam	3	nadzieję	4	mam nadzieję	A pracę - mam nadzieję - znajdę .	1	test	1	0
VERB+PRON	zajął	13	się	14	zajął się	Wszystkie papiery uporządkowała , na prośbę rodziny , Elżbieta Grabska , ich edycją zajął się Marek Pytasz .	1	test	1	1
PRON+VERB	się	2	spieszyć	3	się spieszyć	I musimy się spieszyć , bo mamy na nie tylko trzy lata - mówi Waldemar Miśko , burmistrz Karlina , przewodniczący ZMiGDP .	1	test	1	1
VERB+PRON	Wydaje	0	się	1	Wydaje się	Wydaje się , że likwidacja rad - organów władzy wywodzących się z czasów komunistycznych - to tylko kwestia czasu .	1	test	1	1
ADJ+PRON	wywodzących	9	się	10	wywodzących się	Wydaje się , że likwidacja rad - organów władzy wywodzących się z czasów komunistycznych - to tylko kwestia czasu .	1	test	1	1
PRON+VERB	sobie	2	wyobrazić	3	sobie wyobrazić	""" Można sobie wyobrazić , co się czuje , kiedy sól wedrze się do krwawiącej rany ."	1	test	1	1
ADV+PRON	wedrze	11	się	12	wedrze się	""" Można sobie wyobrazić , co się czuje , kiedy sól wedrze się do krwawiącej rany ."	1	test	1	1
VERB+PRON	obejrzał	5	się	6	obejrzał się	Przeczytał dokładnie , po czym obejrzał się na tablicę .	1	test	1	1
VERB+NOUN	wzięło	5	udział	6	wzięło udział	"Blisko 10 tysięcy mieszkańców Bydgoszczy wzięło udział w piątkowym "" czarnym marszu "" przeciwko przemocy ."	1	test	1	1
VERB+NOUN	ma	3	ambicję	4	ma ambicję	Firma ta ciągle ma ambicję bycia postrzeganym jako lider na rynku .	1	test	1	1
VERB+PRON	bójmy	3	się	4	bójmy się	Ja mówię : bójmy się , bo to tworzy pewien klimat , że coś jest nie w porządku , że to dziwne , podejrzane środowisko te media .	1	test	1	1
VERB+NOUN	uprawiać	4	propagandy	5	uprawiać propagandy	Anka : Nie chcę uprawiać propagandy sukcesu , jednak można już uczciwie powiedzieć , że jest wcale nieźle .	1	test	1	0
VERB+PRON	pojawiła	9	się	10	pojawiła się	W przewożącym prawie 30 tys . ton ropy tankowcu pojawiła się 20-metrowa szczelina na poziomie pokładu głównego , nie stwierdzono jednak wycieku ropy - poinformowały źródła w marokańskiej marynarce królewskiej .	1	test	1	1
VERB+NOUN	mają	2	świadomość	3	mają świadomość	- Politycy mają świadomość pozycji Dziwisza w hierarchii Kościoła .	1	test	1	1
PRON+VERB	się	10	składać	11	się składać	Koszalińska delegatura będzie podlegać oddziałowi IPN w Gdańsku i będzie się składać z dwóch pionów : prokuratorskiego - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu ( prokurator Andrzej Bukowski z Koszalina już współpracuje ) oraz archiwalnego Wydziału Udostępniania i Archiwizacji Dokumentów .	1	test	1	1
VERB+PRON	rozległ	17	się	18	rozległ się	Rozbawił go bezsens sytuacji , tym bardziej że za drzwiami na drugim piętrze , niczym odpowiedź , rozległ się płacz dziecka .	1	test	1	1
VERB+PRON	radził	3	sobie	4	radził sobie	Mimo to jakoś radził sobie dotychczas , a jako niewątpliwy sukces poczytywał sobie bezbłędne odnalezienie powietrznego tankowca nad Morzem Południowochińskim , tym większy , że pomoc załogi ogromnego KC-135 jego zdaniem była znikoma .	1	test	1	1
PRON+VERB	się	10	porozumieć	11	się porozumieć	Jego matka znała słabo francuski , ale jako tako mogły się porozumieć .	1	test	1	1
VERB+NOUN	trzymać	5	wartę	6	trzymać wartę	Za karę będziecie całą noc trzymać wartę i palić ognisko , żeby nas dziki nie napadły !	1	test	1	0
VERB+PRON	bać	4	się	5	bać się	Partia opozycyjna nie powinna bać się przedterminowych wyborców .	1	test	1	1
PRON+VERB	się	7	udało	8	się udało	On należał do tych chłopaków , którym się udało , którzy na przemianie zyskali .	1	test	1	1
VERB+PRON	znalazło	3	się	4	znalazło się	Dotychczas za kratkami znalazło się sześciu egzaminatorów i pośredników .	1	test	1	1
VERB+PRON	godzić	7	się	8	godzić się	Jest zbyt wybitną postacią Polski , by godzić się i mieć do czynienia z tak haniebnymi krętactwami .	1	test	1	1
NOUN+ADJ	protesty	5	spowodowane	6	protesty spowodowane	Na pewno też wywołał by protesty spowodowane dalszym naruszaniem stabilności sytuacji podatników .	1	test	1	0
PRON+VERB	kto	11	wie	12	kto wie	Partie polityczne objawiają tyle w sobie niemocy i rozterki , że kto wie , czy nie są one właściwie przejawem rozkładu i bankrutowania pewnych wartości .	1	test	1	0
VERB+NOUN	stawiają	2	sprawę	3	stawiają sprawę	Tymczasem skazani stawiają sprawę inaczej : to państwo powinno zaoferować im zwolnienie .	1	test	1	1
VERB+PRON	okazało	2	się	3	okazało się	- Szybko okazało się , że są to pozostałości nieznanej budowli .	1	test	1	1
NOUN+VERB	Wątpliwości	0	budzi	1	Wątpliwości budzi	Wątpliwości budzi jedynie to , czy internetowy hazard powinien być zmonopolizowany .	1	test	1	0
VERB+PRON	okazał	2	się	3	okazał się	To on okazał się najlepszym wynalazcą amatorem w Ameryce .	1	test	1	1
VERB+PRON	znajdują	6	się	7	znajdują się	Od czterech tygodni w centrum Gdańska znajdują się nieuprzątnięte śmieci .	1	test	1	1
VERB+PRON	zainteresowali	4	się	5	zainteresowali się	Pod koniec ub.r . zainteresowali się nim olsztyńscy policjanci .	1	test	1	1
VERB+PRON	Okazało	0	się	1	Okazało się	Okazało się , że pasażerowie zostali pokłuci nożem jeszcze zanim wsiedli do samochodu , a stłuczka zdarzyła im się w drodze do szpitala .	1	test	1	1
VERB+PRON	pojawili	13	się	14	pojawili się	"Knajpy "" latynoskie "" rozpleniły się niemal na całym świecie , a Kubańczycy pojawili się na rozmaitych płytach jako goście ."	1	test	1	1
VERB+NOUN	wydał	31	zgodę	32	wydał zgodę	- Interes społeczny przemawia za tym , by pokazać notorycznych złodziei , którzy po wyjściu z komendy policji wsiadają do tramwaju i znów kradną - mówi prokurator Piotr Kosmaty , który wydał zgodę na publikację zdjęcia .	1	test	1	1
PRON+VERB	się	9	zgodził	10	się zgodził	- Oj , ale był em głupi , że się zgodził em !	1	test	1	1
VERB+PRON	czuje	23	się	24	czuje się	Konrad P . w ostatnim słowie przeprosił za zaistniałą sytuację i stwierdził , że rozumie sytuację rodziny Grzegorza B . , jednak nie czuje się odpowiedzialny za jego śmierć ( piłkarz przez cały proces konsekwentnie zaprzeczał , jakoby to on zadał śmiertelne ciosy ) .	1	test	1	1
ADJ+NOUN	Prowadzącą	0	rozprawę	1	Prowadzącą rozprawę	Prowadzącą rozprawę sędzię z lekkimi obrażeniami , w szoku , odwieziono do szpitala .	1	test	1	0
VERB+PRON	stało	13	się	14	stało się	- Podczas całej wizyty w Warszawie , przy różnych okazjach , moją powinnością stało się wykazanie , że cały sportowy ruch międzynarodowy jest w stu procentach u boku sportowców polskich w tych niełatwych chwilach , jakie przeżywa wasz kraj - powiedział na wstępie przewodniczący MKOI .	1	test	1	1
VERB+PRON	zna	21	się	22	zna się	Zresztą prawda jest taka , że na czym jak na czym , ale na hormonach , ciąży i chorobach to ona zna się lepiej .	1	test	1	1
VERB+PRON	wyłamują	18	się	19	wyłamują się	Coraz lepiej im znane , lecz wprawiające w zakłopotanie i czym wyraźniejsze , tym bardziej przemilczane , albowiem wyłamują się z paradygmatu i nie dają nadziei , że uda się je objaśnić bez wyjścia poza granice ortodoksyjnej nauki .	1	test	1	1
VERB+NOUN	dają	24	nadziei	25	dają nadziei	Coraz lepiej im znane , lecz wprawiające w zakłopotanie i czym wyraźniejsze , tym bardziej przemilczane , albowiem wyłamują się z paradygmatu i nie dają nadziei , że uda się je objaśnić bez wyjścia poza granice ortodoksyjnej nauki .	1	test	1	1
VERB+PRON	uda	28	się	29	uda się	Coraz lepiej im znane , lecz wprawiające w zakłopotanie i czym wyraźniejsze , tym bardziej przemilczane , albowiem wyłamują się z paradygmatu i nie dają nadziei , że uda się je objaśnić bez wyjścia poza granice ortodoksyjnej nauki .	1	test	1	1
VERB+PRON	uda	5	się	6	uda się	Dziewiczość i unikatowość tamtejszej przyrody uda się pewnie zachować , bo wkrótce będzie to obszar zamknięty i objęty nadzwyczajną ochroną .	1	test	1	1
VERB+PRON	zwrócił	6	się	7	zwrócił się	- O mianowanie pana Goldy konsulem zwrócił się do nas minister spraw zagranicznych i prezydent Panamy - mówi naczelnik wydziału przywilejów i immunitetów MSZ Ryszard Korczewski .	1	test	1	1
ADJ+PRON	domagający	22	się	23	domagający się	Posiedzenie rady miejskiej zostało przerwane przez zgromadzoną na galerii publiczność w momencie , kiedy rada odrzuciła zgłoszony przez komunistów projekt rezolucji , domagający się energicznej akcji na rzecz taniego budownictwa mieszkaniowego .	1	test	1	1
VERB+PRON	zachowuje	17	się	18	zachowuje się	A może to one nie tolerowały gościa , bo , jak zapewniają pracownicy schroniska , u nich zachowuje się nienagannie .	1	test	1	1
NOUN+VERB	Zmumifikowaniu	0	uległy	1	Zmumifikowaniu uległy	Zmumifikowaniu uległy tkanki miękkie .	1	test	1	0
VERB+PRON	zajmuje	14	się	15	zajmuje się	"Stuart Leasor z warszawskiego biura Ogilvy and Rinehart , który na zamówienie Ministerstwa Finansów zajmuje się promocją nowego systemu podatkowego w Polsce , kwituje te moje spostrzeżenia i ówczesną politykę brytyjską : "" Każdy miał mieć wszystko , a w rezultacie nikt nie miał nic "" ."	1	test	1	1
VERB+PRON	dostała	1	się	2	dostała się	Woda dostała się do tonącego samochodu .	1	test	1	1
PRON+VERB	sobie	42	poradzić	43	sobie poradzić	Gdy po 1989 roku poczęła wracać normalność , a oświata zaczęła sortować ludzi na biednych i bogatych , niewykształcone dorosłe już dzieci chłopskie - inaczej niż w mieście - obciążone obowiązkiem utrzymywania dużej liczby osób starszych , pozbawionych emerytur , nie mogły sobie poradzić i część z nich popadła w biedę .	1	test	1	1
VERB+PRON	liczyli	13	się	14	liczyli się	Wynika z nich , że zarówno lord Halifax , jak i królowa matka liczyli się z tym , że w razie zajęcia Wielkiej Brytanii przez Niemców ród panujący nadal pozostał by u władzy , ale już pod opieką Hitlera .	1	test	1	1
NOUN+NOUN	zapewnienie	3	warunków	4	zapewnienie warunków	Ważnym zadaniem jest zapewnienie warunków dla niezakłóconego funkcjonowania gospodarki i pracy urzędów .	1	test	1	0
VERB+PRON	trzyma	5	się	6	trzyma się	Szminka – zaaplikowana pędzelkiem lepiej trzyma się ust , poza tym za pomocą pędzelka łatwiej nałożyć równą i niezbyt grubą warstwę szminki .	1	test	1	1
VERB+PRON	wywodzi	14	się	15	wywodzi się	"Brodziak to jedyny członek obecnego , zdominowanego przez SLD i PSL zarządu , który wywodzi się z "" Solidarności "" ."	1	test	1	1
ADJ+PRON	zajmujących	11	się	12	zajmujących się	"- Dane zaczerpnięto z VI raportu przygotowanego przez 19 europejskich instytutów zajmujących się MSP pod nazwą "" The European Observatory for SMEs "" ( Luksemburg 2000 ) ."	1	test	1	1
VERB+NOUN	wywierają	9	wpływ	10	wywierają wpływ	- Tam ma się kontakt z profesorami , którzy wywierają wpływ na dzieje świata - to przecież niebywale rozwijające .	1	test	1	1
VERB+PRON	starali	8	się	9	starali się	Cesarz , król , książę czy kniaź zażarcie starali się nie dopuścić do utraty tak ważnej pozycji dochodowej .	1	test	1	1
VERB+PRON	zdarzają	1	się	2	zdarzają się	Obecnie zdarzają się nieuczciwi klienci , którzy wypierają się podpisania umowy , a nieczytelny podpis nie daje podstaw do analizy grafologicznej .	1	test	1	1
VERB+PRON	wypierają	7	się	8	wypierają się	Obecnie zdarzają się nieuczciwi klienci , którzy wypierają się podpisania umowy , a nieczytelny podpis nie daje podstaw do analizy grafologicznej .	1	test	1	1
NOUN+NOUN	podpisania	9	umowy	10	podpisania umowy	Obecnie zdarzają się nieuczciwi klienci , którzy wypierają się podpisania umowy , a nieczytelny podpis nie daje podstaw do analizy grafologicznej .	1	test	1	0
PRON+VERB	sobie	7	poradzą	8	sobie poradzą	Talibowie wierzą , że z samym Massudem sobie poradzą .	1	test	1	1
ADJ+PRON	pojawiające	20	się	21	pojawiające się	"Dr Norio Fujimaki z ośrodka badawczego Fujitsu w Jokohamie próbował przed kilkoma laty za pośrednictwem elektroencefalogramu wyłowić w mózgu sygnały pojawiające się , gdy pojawi się w nim myśl np . o literze "" A "" ."	1	test	1	1
VERB+PRON	pojawi	24	się	25	pojawi się	"Dr Norio Fujimaki z ośrodka badawczego Fujitsu w Jokohamie próbował przed kilkoma laty za pośrednictwem elektroencefalogramu wyłowić w mózgu sygnały pojawiające się , gdy pojawi się w nim myśl np . o literze "" A "" ."	1	test	1	1
ADJ+PRON	znajdujących	7	się	8	znajdujących się	Przemyscy celnicy twierdzą , że każde ze znajdujących się w naszym regionie przejść granicznych ma swoją specyfikę .	1	test	1	1
VERB+PRON	wyobrazić	1	sobie	2	wyobrazić sobie	Trudno wyobrazić sobie ich wspólny rynek .	1	test	1	0
VERB+PRON	zastanawiali	1	się	2	zastanawiali się	Posłowie zastanawiali się , jak zapewnić bezpieczeństwo ludziom walczącym z przestępczymi gangami .	1	test	1	1
VERB+NOUN	zapewnić	5	bezpieczeństwo	6	zapewnić bezpieczeństwo	Posłowie zastanawiali się , jak zapewnić bezpieczeństwo ludziom walczącym z przestępczymi gangami .	1	test	1	1
VERB+PRON	udało	4	się	5	udało się	Dyrekcji proszowickiego SP ZOZ udało się wynegocjować , żeby badanie dla pacjentów leczonych w miejscowym szpitalu kosztowało 220 zł .	1	test	1	1
VERB+NOUN	spełnia	13	roli	14	spełnia roli	W wielu krajach ludzie dochodzą do wniosku , że prywatna służba zdrowia nie spełnia roli prewencyjnej .	1	test	1	1
VERB+NOUN	spowodowała	7	przyjazd	8	spowodowała przyjazd	Bójka , jaka tam się rozpętała , spowodowała przyjazd policji i zamknięcie dyskoteki dwie godziny przed czasem .	1	test	1	0
VERB+PRON	znajdowała	21	się	22	znajdowała się	W XIX wieku tym stuleciu wielkiego rozwoju świata , tak straszliwie przegranym przez pozbawioną państwowego bytu Polskę największa część jej terytorium znajdowała się właśnie pod panowaniem Rosji , była włączona w skład rosyjskiego imperium .	1	test	1	1
VERB+PRON	boi	5	się	6	boi się	Rząd prowadzi złą politykę i boi się , że coraz więcej będzie protestów i manifestacji .	1	test	1	1
VERB+PRON	snuli	11	się	12	snuli się	Wrócili na prawą jezdnię ; Antek wyprzedził malucha , za którym snuli się przez ostatni kilometr , i dodał gazu , jakby chciał nadgonić stracony czas .	1	test	1	1
VERB+PRON	interesują	1	się	2	interesują się	Tychami interesują się przedstawiciele holenderskiego Heinekena i Grolscha oraz belgijska firma Interbrew oraz duński Karlsberg .	1	test	1	1
VERB+PRON	czuł	4	się	5	czuł się	Według niej , Havel czuł się źle już w niedzielę .	1	test	1	1
VERB+PRON	zrobiło	1	się	2	zrobiło się	Szamanowi zrobiło się niedobrze .	1	test	1	1
ADJ+PRON	starzejącą	15	się	16	starzejącą się	Bez uśmiechu , choć był to raczej grymas niż prawdziwy uśmiech , Joanna wyglądała na starzejącą się , zmęczoną kobietę .	1	test	1	0
VERB+PRON	działo	13	się	14	działo się	Katastrofę wyrafinowanego technicznie balonu szpiegowskiego , który miał lecieć nad Związek Radziecki ( działo się to przed erą satelitarną ) zakamuflowano jako próbę lądowania UFO , z zaprzysiężonymi zeznaniami ludzi pracujących w wojsku , którzy oświadczyli , że widzieli zwłoki zielonych ludzików , a nawet byli przy ich sekcji .	1	test	1	1
VERB+PRON	zrewanżować	4	się	5	zrewanżować się	Rząd Bismarcka postanowił więc zrewanżować się obywatelom za to , że go poparli , subskrybując pożyczki państwowe - i podjął ich spłatę , wlewając te pieniądze w rynek .	1	test	1	1
VERB+PRON	spodziewali	25	się	26	spodziewali się	Tłumek protestujących przeciwko więzieniu dysydentów , przymusowym aborcjom , prześladowaniom w Tybecie i zagrożeniu Tajwanu liczył tylko 200 - 300 osób , znacznie mniej niż spodziewali się organizatorzy .	1	test	1	1
NOUN+PRON	znęcanie	48	się	49	znęcanie się	Obrazę prawa karnego materialnego i procesowego , w tym nieuwzględnienie przepisów dotyczących amnestii i przedawnienia oraz błędy w ustalaniu stanu faktycznego i sprzeczności między wyrokiem , a ogłoszonym po kilku miesiącach uzasadnieniem , zarzucił sądowi rejonowemu obrońca Adama Humera , byłego funkcjonariusza UB , oskarżonego m.in . o znęcanie się nad więźniami politycznymi .	1	test	1	1
PRON+VERB	się	3	dogadać	4	się dogadać	- Elity muszą się dogadać , czy chcą mieć instytut partyjny , czy niezależny .	1	test	1	1
VERB+PRON	znajdują	21	się	22	znajdują się	O godz . 7 rano czasu lokalnego ( równego warszawskiemu ) armia rozpoczęła ostrzał wzgórz położonych nieopodal miasta , na których znajdują się pozycje bojowników albańskiej Armii Wyzwolenia Narodowego ( UCK ) .	1	test	1	1
NOUN+ADJ	podróżom	13	odbywanym	14	podróżom odbywanym	Hawking przypuszcza , że wycieczki w czasie mogły by zostać urzeczywistnione dzięki kosmicznym podróżom odbywanym z ogromnymi prędkościami .	1	test	1	0
PRON+VERB	się	22	dzieje	23	się dzieje	Nie oznacza to jednak , że trzeba zaniechać przeszukiwań poprawy sytuacji na rynku pracy za pomocą promocji drobnej wytwórczości , jak to się dzieje na całym świecie .	1	test	1	1
VERB+PRON	obawia	9	się	10	obawia się	To , że rządząca koalicja Solidarność - Unia Wolności obawia się wyników tych wyborów , nie jest żadnym powodem ich odroczenia .	1	test	1	1
